Title;Hours Viewed;Views
Barbie Dreamhouse Adventures: Season 2;13800000;4000000
Blindspot (2015): Season 3;62300000;4000000
CoComelon Lane: Season 6;3900000;4000000
Dr.STONE: Season 2;17200000;4000000
Fuller House: Season 2;25400000;4000000
Fuller House: Season 3;32100000;4000000
Haikyu!! II // ハイキュー!! セカンドシーズン;40100000;4000000
How I Met Your Mother: Season 4;34000000;4000000
iCarly (2007): Season 5;23500000;4000000
Love & Death: Season 1;25100000;4000000
Love is Blind: France: Season 1 // Pour le meilleur et à l'aveugle: Saison 1;39200000;4000000
Masha's Spooky Stories (2012): Season 1;9800000;4000000
Mr. Mercedes: Season 2;36500000;4000000
Mr. Queen: Limited Series // 철인왕후: 리미티드 시리즈;97300000;4000000
Mrs Playmen: Limited Series;23500000;4000000
My Hero Academia: Season 2 // 僕のヒーローアカデミア: シーズン2;39700000;4000000
Owning Manhattan: Season 2;22000000;4000000
Parasyte: The Grey: Limited Series // 기생수: 더 그레이: 리미티드 시리즈;19700000;4000000
RIV4LRIES: Season 1 // RIV4LI: Stagione 1;30600000;4000000
Rosario Tijeras (Mexico): Season 1;181600000;4000000
Simon Cowell: The Next Act: Season 1;19300000;4000000
Superstore: Season 3;32100000;4000000
The Devil's Plan: Season 2 // 데블스 플랜: 시즌 2;72200000;4000000
The Flash (2014): Season 2;65800000;4000000
The Umbrella Academy: Season 1;37600000;4000000
All the Sharks: Season 1;17500000;3900000
Baby Farm: Season 1;12000000;3900000
BLUE EYE SAMURAI: Season 1;24800000;3900000
Dark Winds: Season 3;24200000;3900000
Departure: Season 3;16800000;3900000
Downton Abbey: Series 2;36900000;3900000
Dragons: Rescue Riders: Huttsgalor Holiday;3000000;3900000
Fire Country: Season 1;62200000;3900000
Grace and Frankie: Season 1;24900000;3900000
Grey's Anatomy: Season 6;67200000;3900000
How I Met Your Mother: Season 3;28000000;3900000
How I Met Your Mother: Season 5;33700000;3900000
iCarly (2007): Season 1;38300000;3900000
Julie and the Phantoms: Season 1;18000000;3900000
Law & Order: Special Victims Unit: The Seventh Year;60900000;3900000
Locked Up: Season 1 // Vis a vis: Temporada 1;52200000;3900000
Matt Rife: Lucid - A Crowd Work Special;3500000;3900000
Mighty Express: A Mighty Christmas;1700000;3900000
Murdaugh Murders: A Southern Scandal: Season 2;7000000;3900000
Narcos: Season 3;34900000;3900000
Orphan Black: Season 1;28100000;3900000
Outlander: Season 2;50000000;3900000
Power Moves with Shaquille O'Neal: Season 1;11900000;3900000
Raising Dion: Season 1;26700000;3900000
Sneaky Pete: Season 2;33700000;3900000
Surviving Summer: Season 2;14900000;3900000
Teen Titans Go!: Season 3;35200000;3900000
That Girl Lay Lay: Season 1;20600000;3900000
The Boss Baby: Back in Business: Season 2;20600000;3900000
The Chestnut Man: Season 1 // Kastanjemanden: Sæson 1;21900000;3900000
The Crown: Season 3;34500000;3900000
Tokyo Swindlers: Season 1 // 地面師たち: シーズン1;24000000;3900000
Action Pack: Season 2;11100000;3800000
ALVINNN!!! And the Chipmunks: Season 3;37100000;3800000
Attack on Titan: Season 2 // 進撃の巨人: シーズン2;18500000;3800000
Attack on Titan: Season 3 Part 1 // 進撃の巨人: シーズン3 パート1;18000000;3800000
Attack on Titan: Season 3 Part 2 // 進撃の巨人: シーズン3 パート2;15000000;3800000
Bank Under Siege: Limited Series // Asalto al Banco Central: Limited Series;13600000;3800000
Chilling Adventures of Sabrina: Part 1;40500000;3800000
Dead to Me: Season 1;19200000;3800000
Derry Girls: Season 2;8700000;3800000
Dragons: Rescue Riders: Season 1;21300000;3800000
El Chapo: Season 3;34700000;3800000
GO! The Unforgettable Party // GO! La fiesta inolvidable;3800000;3800000
Home for Christmas: Season 1 // Hjem til jul: Sesong 1;11100000;3800000
How I Met Your Mother: Season 2;31000000;3800000
How to Sell Drugs Online (Fast): Season 2;12800000;3800000
Hunter X Hunter (2011): Season 5 // HUNTER×HUNTER: シーズン5;89600000;3800000
Juvenile Justice: Season 1 // 소년심판: 시즌 1;38400000;3800000
Kings of Jo'Burg: Season 3;26000000;3800000
Mighty Little Bheem: Diwali: Collection;1200000;3800000
Obsession: Limited Series;9800000;3800000
Pro Bono: Limited Series // 프로보노: 리미티드 시리즈;37700000;3800000
Pup Academy: Season 2;11300000;3800000
Ragnarok: Season 2;19100000;3800000
Sharkdog: Season 2;10600000;3800000
Sneaky Links: Dating After Dark: Season 1;36200000;3800000
Spartacus (2010): Gods of the Arena;21200000;3800000
Superstore: Season 4;30500000;3800000
The Blacklist: Season 6;60200000;3800000
The Children’s Kingdom: Bichikids // El Reino Infantil: Bichikids;6000000;3800000
The Creature Cases: Chapter 6;10500000;3800000
The Cuphead Show!: Season 3;13300000;3800000
The Good Place: Season 4;20400000;3800000
The Looney Tunes Show: Season 1;36500000;3800000
The Office (U.S.): Season 8;33700000;3800000
The Uncanny Counter: Season 1 // 경이로운 소문: 시즌 1;64200000;3800000
The Winning Try: Limited Series // 트라이: 우리는 기적이 된다: 리미티드 시리즈;47800000;3800000
Warrior (2019): Season 1;30900000;3800000
Young, Famous & African: Season 3;25100000;3800000
Another Self: Season 1 // Zeytin Ağacı: 1. Sezon;26500000;3700000
Downton Abbey: Series 3;32700000;3700000
From Scratch: Limited Series;26600000;3700000
Fuller House: Season 4;22000000;3700000
Go Dog Go: Season 2;13500000;3700000
Go! Go! Cory Carson: Season 5;11600000;3700000
Go!: Season 1;10000000;3700000
Grey's Anatomy: Season 7;59000000;3700000
Gudetama: An Eggcellent Adventure: Season 1 // ぐでたま 〜母をたずねてどんくらい〜: シーズン1;7700000;3700000
How I Met Your Mother: Season 6;32200000;3700000
Insatiable: Season 1;34400000;3700000
Jim Jefferies: Two Limb Policy;3900000;3700000
Little Baby Bum: Nursery Rhyme Friends: Season 2;19300000;3700000
My Dad the Bounty Hunter: Season 1;15200000;3700000
Naruto Shippuden: Season 15 // NARUTO-ナルト- 疾風伝: 忍界大戦編(4);39900000;3700000
Oh My Ghost Clients: Season 1 // 노무사 노무진: 시즌 1;40300000;3700000
On My Block: Season 3;15400000;3700000
Orange Is the New Black: Season 3;49500000;3700000
Outlander: Season 6;33200000;3700000
Parish: Season 1;16500000;3700000
Puffin Rock: Season 1;15700000;3700000
Rana Naidu: Season 2 // राणा नायडू: सीज़न 2;22600000;3700000
Ranma1/2: Season 2 // らんま1/2: 第2期;17100000;3700000
Raw: February 3, 2025;7200000;3700000
Raw: January 20, 2025;8000000;3700000
Raw: March 17, 2025;6900000;3700000
Raw: March 3, 2025;7500000;3700000
The Blacklist: Season 7;49500000;3700000
The Crown: Season 4;33800000;3700000
The Crown: Season 5;33200000;3700000
The Haunting of Bly Manor;30700000;3700000
The Hot Spot: Season 1 // ホットスポット: シーズン1;28300000;3700000
The King's Affection: Limited Series // 연모: 리미티드 시리즈;81500000;3700000
The Manny: Season 3 // El niñero: Temporada 3;19000000;3700000
The Ranch: Part 1;18700000;3700000
The Signal: Limited Series // Das Signal: Limited Series;15300000;3700000
The Sinner: Season 4: Percy;24200000;3700000
The Vampire Diaries: Season 4;57900000;3700000
Too Hot to Handle: Germany: Season 2;22200000;3700000
Trollhunters: Tales of Arcadia: Part 2;18600000;3700000
True and the Rainbow Kingdom: Mushroom Town;5700000;3700000
True: Wuzzle Wegg Day;1400000;3700000
Adventure Time: Season 1;17800000;3600000
Alien TV: Season 1;19100000;3600000
American Manhunt: The Boston Marathon Bombing: Limited Series;10700000;3600000
Attack on Titan: The Final Season Part 1 // 進撃の巨人: ファイナルシーズン パート1;22700000;3600000
Doctor Slump: Limited Series // 닥터슬럼프: 리미티드 시리즈;64800000;3600000
Don’t Come Home: Limited Series // อย่ากลับบ้าน: ลิมิเต็ดซีรีส์;16300000;3600000
Fire Country: Season 2;25900000;3600000
Free Rein: Valentine's Day;3100000;3600000
Go Ahead, Brother: Season 1 // Idź przodem, bracie: Sezon 1;20800000;3600000
Hospital Playlist: Season 1 // 슬기로운 의사생활: 시즌 1;61700000;3600000
House, M.D.: Season 8;60600000;3600000
How I Met Your Mother: Season 7;30800000;3600000
I Woke Up A Vampire: Season 2;12200000;3600000
Istanbul Encyclopedia: Limited Series // İstanbul Ansiklopedisi: Mini Dizi;20700000;3600000
Katt Williams: Woke Foke;3700000;3600000
Kitty Kotty: Season 2 // Kicia Kocia: Sezon 2;4900000;3600000
Law & Order: Special Victims Unit: The Ninth Year;48500000;3600000
LEGO Ninjago: Masters of Spinjitzu: Legacy of the Green Ninja;17600000;3600000
Love on the Spectrum: Season 2;18500000;3600000
Mafia: Most Wanted: Season 1;9900000;3600000
Midnight Mass: Limited Series;26900000;3600000
Miss Night and Day: Limited Series // 낮과 밤이 다른 그녀: 리미티드 시리즈;61300000;3600000
Narco-Saints: Season 1 // 수리남: 시즌 1;22400000;3600000
Raw: January 27, 2025;7900000;3600000
Raw: March 10, 2025;7100000;3600000
Regular Show: Season 1;8000000;3600000
The Action Pack Saves Christmas;1700000;3600000
The Big C: Season 3;16800000;3600000
The Chosen: Season 5;28100000;3600000
The Dream Life of Mr. Kim: Limited Series // 서울 자가에 대기업 다니는 김 부장 이야기: 리미티드 시리즈;47700000;3600000
The Seven Deadly Sins: Dragon's Judgement // 七つの大罪: 憤怒の審判;35100000;3600000
The Sinner: Season 1: Cora;20400000;3600000
The Upshaws: Part 1;16100000;3600000
The Upshaws: Part 5;9900000;3600000
Too Hot to Handle: Spain: Season 1 // Jugando con fuego: España: Temporada 1;21100000;3600000
Turning Point: The Bomb and the Cold War: Season 1;37200000;3600000
Vincenzo: Season 1 // 빈센조: 시즌 1;99500000;3600000
Wrong Side of the Tracks: Season 2 // Entrevías: Temporada 2;34900000;3600000
Yu Yu Hakusho: Season 1 // 幽☆遊☆白書: シーズン1;15100000;3600000
A Man in Full: Limited Series;15700000;3500000
A Series of Unfortunate Events: Season 1;23400000;3500000
Blood of Zeus: Season 1;14400000;3500000
BoJack Horseman: Season 2;18600000;3500000
Castlevania: Season 2;12300000;3500000
Countdown: Canelo vs. Crawford: Season 1;5200000;3500000
Dark: Season 2;25900000;3500000
Dr.STONE: Season 4;23800000;3500000
Free Rein: The Twelve Neighs of Christmas;3300000;3500000
Grey's Anatomy: Season 8;60300000;3500000
Haikyu!! Karasuno High School vs Shiratorizawa Academy // ハイキュー!! 烏野高校 VS 白鳥沢学園高校;14700000;3500000
How to Sell Drugs Online (Fast): Season 3;12000000;3500000
Hunter X Hunter (2011): Season 6 // HUNTER×HUNTER: シーズン6;17000000;3500000
I AM A KILLER: Season 5;16500000;3500000
Inside Man: Season 1;14300000;3500000
Investigation Alien: Season 1;13200000;3500000
Jentry Chau vs the Underworld: Season 1;22900000;3500000
Law & Order: Special Victims Unit: The Eleventh Year;58500000;3500000
Leanne Morgan: I'm Every Woman;4200000;3500000
Love, Death & Robots: Volume 1;13600000;3500000
Naruto: Season 2 // NARUTO-ナルト-: 中忍試験編;35500000;3500000
Nevertheless,: Limited Series // 알고있지만,: 리미티드 시리즈;40700000;3500000
Playing Gracie Darling: Season 1;15600000;3500000
Poldark (2015): Season 1;26800000;3500000
Pop the Balloon LIVE: Get It Poppin’;2700000;3500000
Queen of the South: Season 2;30800000;3500000
Ragnarok: Season 3;15400000;3500000
Raw: April 28, 2025;6700000;3500000
Raw: March 24, 2025;6600000;3500000
Raw: March 31, 2025;6900000;3500000
Raw: November 17, 2025;6400000;3500000
Superstore: Season 5;26700000;3500000
The Epic Tales of Captain Underpants: Season 2;18500000;3500000
The Mothers of Penguins: Season 1 // Matki Pingwinów: Sezon 1;17400000;3500000
The Worst Witch: Season 1;21100000;3500000
Tom Segura: Teacher;4000000;3500000
Top Boy: Season 1;31400000;3500000
Trollhunters: Tales of Arcadia: Part 3;18300000;3500000
True: Magical Friends: Season 1;6700000;3500000
Unsolved Mysteries: Volume 5;10300000;3500000
Band of Brothers;34600000;3400000
Barbarians // Barbaren;16100000;3400000
Barbie: A Touch of Magic: Season 1;16900000;3400000
Black Clover II // ブラッククローバー II;69200000;3400000
Bodkin: Season 1;19600000;3400000
Captain Tsubasa: Season 1 // キャプテン翼: シーズン1;71500000;3400000
Death Inc.: Season 1 // Muertos S.L.: Temporada 1;13100000;3400000
Designated Survivor: Season 3;29000000;3400000
Disenchantment: Part 2;14600000;3400000
Downton Abbey: Series 4;30500000;3400000
Downton Abbey: Series 5;30000000;3400000
Downton Abbey: Series 6;30900000;3400000
Elite: Season 2 // Élite: Temporada 2;23000000;3400000
Emily's Wonder Lab: Season 1;7500000;3400000
Frontier: Season 1;15500000;3400000
Fuller House: Season 5;29900000;3400000
Hightown: Season 2;31400000;3400000
Homeland: Season 3;35800000;3400000
House of Ninjas: Season 1 // 忍びの家 House of Ninjas: シーズン1;24500000;3400000
Killing Eve: Season 2;19100000;3400000
Kings of Jo'Burg: Season 2;19800000;3400000
Kitty Kotty: Season 1 // Kicia Kocia: Sezon 1;5100000;3400000
Law & Order: Special Victims Unit: The Tenth Year;53400000;3400000
LEGO Ninjago: Masters of Spinjitzu: The Tournament of Elements;12400000;3400000
Mom (2013): Season 2;24800000;3400000
Mr. McMahon: Limited Series;19700000;3400000
My Little Pony: Make Your Mark: Chapter 3;2500000;3400000
Naruto Shippuden: Season 12 // NARUTO-ナルト- 疾風伝: 忍界大戦編(1);43200000;3400000
Naruto: Season 3 // NARUTO-ナルト-: 木ノ葉崩し編;37100000;3400000
NOS4A2: Season 1;26100000;3400000
Nurse Jackie: Season 1;19200000;3400000
Outlander: Season 3;43700000;3400000
PJ Masks: Season 4;35300000;3400000
Pokémon Horizons: Season 2: The Search for Laqua: Part 1;13800000;3400000
Power (2014): Season 2;33200000;3400000
Raw: April 14, 2025;6400000;3400000
Raw: August 4, 2025;6900000;3400000
Raw: February 10, 2025;6600000;3400000
Raw: June 9, 2025;7100000;3400000
Reba: Season 1;26800000;3400000
Shadow and Bone: Season 1;23700000;3400000
Spartacus (2010): Vengeance;31300000;3400000
Splinter Cell: Deathwatch: Season 1;11100000;3400000
The Blacklist: Season 10;53000000;3400000
The Boss Baby: Back in Business: Season 3;15100000;3400000
The Equalizer (2021): Season 1;24700000;3400000
The Flash (2014): Season 3;54600000;3400000
Total Drama Island;35600000;3400000
True: Happy Hearts Day;1300000;3400000
1992: Season 1;14900000;3300000
A Go! Go! Cory Carson Summer Camp;1300000;3300000
ALVINNN!!! And the Chipmunks: Season 5;31000000;3300000
Arrested Development: Season 1;26600000;3300000
BAKI: Season 1: Part 1 // バキ: 第1期 パート1;16700000;3300000
Blippi's Job Show: Season 2;10600000;3300000
Bunk'd: Season 1;27300000;3300000
Diary of a Ditched Girl: Season 1 // Halva Malmö består av killar som dumpat mig: Säsong 1;12000000;3300000
Elmo and Mark Rober's Merry Giftmas;2000000;3300000
Good Girls: Season 2;30300000;3300000
Green Eggs and Ham: Season 1;20400000;3300000
Grey's Anatomy: Season 9;57300000;3300000
Hidden Love // 偷偷藏不住;62100000;3300000
Homicide: New York;14900000;3300000
How I Met Your Mother: Season 8;28500000;3300000
It's Okay to Not Be Okay: Season 1 // 사이코지만 괜찮아: 시즌 1;66100000;3300000
José Comilão 2;2600000;3300000
Kaulitz & Kaulitz: Season 2;19700000;3300000
Kingdom: Season 1 // 킹덤: 시즌 1;17000000;3300000
Kung Fu Panda: The Dragon Knight: Season 1;15000000;3300000
La Grande Maison Tokyo: Season 1 // グランメゾン東京: シーズン１;32400000;3300000
Love Is Blind: Brazil: Season 5 // Casamento às Cegas: Brasil: Temporada 5;33000000;3300000
Love to Hate You: Season 1 // 연애대전: 시즌 1;29500000;3300000
Monster High (2022): Season 1;32100000;3300000
Narcos: Mexico: Season 2;31600000;3300000
On My Block: Season 4;17200000;3300000
Pinkfong Car Mechanic: Season 1;3500000;3300000
Raw: April 7, 2025;6700000;3300000
Raw: February 17, 2025;6400000;3300000
Raw: July 14, 2025;6500000;3300000
Raw: May 19, 2025;5900000;3300000
Raw: May 5, 2025;6600000;3300000
Sex Education: Season 2;23200000;3300000
SPY x FAMILY: Season 3 // SPY×FAMILY: シーズン3;16800000;3300000
Supernatural (2005): Season 1;52200000;3300000
The Blacklist: Season 8;53400000;3300000
The Epic Tales of Captain Underpants: Season 3;17300000;3300000
The Fall of the House of Usher: Limited Series;27300000;3300000
The Office (U.S.): Season 9;32500000;3300000
The Tom and Jerry Show: Season 3;30300000;3300000
The Ultimatum: Marry or Move On: Season 3;30800000;3300000
The Umbrella Academy: Season 4;18800000;3300000
The Walking Dead: Dead City: Season 1;14200000;3300000
Too Hot to Handle: Italy: Season 1 // Too Hot to Handle: Italia: Stagione 1;20900000;3300000
Twenty Five Twenty One: Limited Series // 스물다섯 스물하나: 리미티드 시리즈;67200000;3300000
Valle Salvaje: Season 2;212600000;3300000
WITCH WATCH: Season 1 // ウィッチウォッチ: シーズン1;26600000;3300000
Zig & Sharko: Season 3;33400000;3300000
Action Pack: Season 1;15000000;3200000
Aniela: Season 1;19400000;3200000
Attack on Titan: The Final Season Part 2 // 進撃の巨人: ファイナルシーズン パート2;15300000;3200000
Baki Hanma: Season 1 // 範馬刃牙: シーズン1;15800000;3200000
Ben 10 (2005): Season 1;16000000;3200000
Blindspot (2015): Season 4;50300000;3200000
Blood of Zeus: Season 2;12900000;3200000
Community Squad: Season 1 // División Palermo: Temporada 1;11200000;3200000
Community Squad: Season 2 // División Palermo: Temporada 2;8500000;3200000
Ganglands: Season 1 // Braqueurs : La série: Saison 1;14900000;3200000
Gangs of Galicia: Season 1 // Clanes: Temporada 1;16900000;3200000
Grey's Anatomy: Season 10;54400000;3200000
Heartstopper: Season 1;12500000;3200000
Kurukshetra: The Great War of Mahabharata: Season 1 // कुरुक्षेत्र: सीज़न 1;28700000;3200000
LEGO Ninjago: Masters of Spinjitzu: Rebooted;9400000;3200000
Miniforce: Super Dino Power: Season 1 // 미니특공대: 슈퍼공룡파워: 시즌 1;33100000;3200000
North Shore (2023): Season 1;13600000;3200000
Orange Is the New Black: Season 4;42500000;3200000
Outlander: Season 4;40500000;3200000
Outlander: Season 5;37800000;3200000
Predators: Season 1;12100000;3200000
Raw: August 11, 2025;6100000;3200000
Raw: August 18, 2025;6100000;3200000
Raw: February 24, 2025;6700000;3200000
Raw: July 21, 2025;6700000;3200000
Raw: July 7, 2025;6100000;3200000
Raw: June 16, 2025;5800000;3200000
Raw: June 2, 2025;5900000;3200000
Raw: May 12, 2025;6000000;3200000
Raw: May 26, 2025;5700000;3200000
Raw: November 10, 2025;5800000;3200000
Royal Rumble 2025;14000000;3200000
Schitt's Creek: Season 4;15500000;3200000
Seven Seconds: Limited Series;32800000;3200000
Sneaky Pete: Season 3;24200000;3200000
Spirit Riding Free: Riding Academy: Part 1;9000000;3200000
Spirit Riding Free: Season 2;8800000;3200000
The Big C: Season 4;12300000;3200000
The Blacklist: Season 9;50500000;3200000
The Children’s Kingdom: Zoo Songs // El Reino Infantil: Canciones del Zoo;3200000;3200000
The Great: Season 1;27600000;3200000
The Last Dance: Limited Series;26500000;3200000
The Upshaws: Part 4;8100000;3200000
The Way Home: Season 1;22600000;3200000
Victoria (2016): Season 1;20600000;3200000
Workin' Moms: Season 1;15600000;3200000
Wyatt Earp and The Cowboy War: Season 1;12500000;3200000
13 Reasons Why: Season 2;39500000;3100000
1670: Season 2;15000000;3100000
Aema: Limited Series // 애마: 리미티드 시리즈;18000000;3100000
Ancient Apocalypse: Season 1;13300000;3100000
Asaf: Limited Series;14400000;3100000
Barbie Dreamhouse Adventures: Go Team Roberts: Season 2;15100000;3100000
Beyond Goodbye: Limited Series // さよならのつづき: リミテッドシリーズ;19200000;3100000
Black Clover III // ブラッククローバー III;64400000;3100000
BoJack Horseman: Season 3;16200000;3100000
Carlos Alcaraz: My Way: Season 1 // Carlos Alcaraz: A mi manera: Temporada 1;6100000;3100000
Chainsaw Man: Season 1 // チェンソーマン: シーズン1;15000000;3100000
Chico Bon Bon and the Very Berry Holiday;1300000;3100000
Derry Girls: Season 3;10300000;3100000
Echoes: Limited Series;16700000;3100000
Friday Night Dinner: Season 2;8300000;3100000
Friday Night Dinner: Season 3;7000000;3100000
Go Dog Go: Season 3;10100000;3100000
Guillermo del Toro's Cabinet of Curiosities: Season 1;23500000;3100000
Haikyu!! TO THE TOP // ハイキュー!! TO THE TOP;31600000;3100000
Hightown: Season 3;19300000;3100000
Home for Christmas: Season 2 // Hjem til jul: Sesong 2;9000000;3100000
Interview with the Vampire: Season 1;17400000;3100000
Katie Taylor vs. Amanda Serrano 3;10600000;3100000
Locke & Key: Season 2;25700000;3100000
Maledictions: Limited Series // Las maldiciones: Miniserie;6600000;3100000
Malibu Rescue: The Series: Season 1;9700000;3100000
Mighty Little Bheem: Season 2;8900000;3100000
Mom (2013): Season 3;22000000;3100000
My Perfect Landing: Season 1;18100000;3100000
Naruto: Season 4 // NARUTO-ナルト-: 綱手捜索編;30900000;3100000
Outlast: Season 2;20400000;3100000
Paradise PD: Part 1;14400000;3100000
Queen of the South: Season 3;27600000;3100000
Raw: July 28, 2025;6400000;3100000
Raw: June 23, 2025;6100000;3100000
Real Men: Season 1 // Maschi veri: Stagione 1;12800000;3100000
Rosario Tijeras (Mexico): Season 2;155200000;3100000
Scaredy Cats: Season 1;13500000;3100000
Sex Education: Season 3;23600000;3100000
Sicily Express: Limited Series // Sicilia Express: Miniserie;8200000;3100000
Sweet Tooth: Season 1;18700000;3100000
Teen Titans Go!: Season 4;28400000;3100000
The 100: Season 1;28600000;3100000
The Good Doctor: Season 2;40400000;3100000
The Vampire Diaries: Season 5;46700000;3100000
Trailer Park Boys: Season 1;7200000;3100000
Warrior Nun: Season 2;18100000;3100000
A Love So Beautiful: Season 1 // 아름다웠던 우리에게: 시즌 1;28000000;3000000
A Nearly Normal Family: Limited Series // En helt vanlig familj: Miniserie;13800000;3000000
Animal Kingdom: Season 2;31500000;3000000
Another Self: Season 2 // Zeytin Ağacı: 2. Sezon;21900000;3000000
Attack on Titan: The Final Season Part 3 // 進撃の巨人: ファイナルシーズン パート3;8200000;3000000
Barbie Mysteries: The Great Horse Chase;9500000;3000000
BEEF: Season 1;17700000;3000000
Ben & Holly's Little Kingdom: Season 1;27400000;3000000
Black Summer: Season 1;14100000;3000000
Bobo Dormouse: Volume 1 // Bobo Siebenschläfer: Staffel 1;3200000;3000000
Catching Killers: Season 3;9300000;3000000
Crime Scene: The Texas Killing Fields: Limited Series;7400000;3000000
Dancing for the Devil: The 7M TikTok Cult: Season 1;8000000;3000000
Devil in Ohio: Limited Series;18000000;3000000
Disenchantment: Part 3;14300000;3000000
Doctor Cha: Limited Series // 닥터 차정숙: 리미티드 시리즈;48600000;3000000
Elite: Season 3 // Élite: Temporada 3;20100000;3000000
Gachiakuta: Season 1 // ガチアクタ: シーズン1;28000000;3000000
Go! Go! Cory Carson: The Chrissy;2200000;3000000
Grace and Frankie: Season 2;19400000;3000000
High Water: Season 1 // Wielka Woda: Sezon 1;13200000;3000000
Inside Job: Part 2;11400000;3000000
Lies and Deceit: Season 1 // Mentiras: Temporada 1;14100000;3000000
Love is Blind: Sweden: Season 2 // Love is Blind: Sverige: Säsong 2;30000000;3000000
Mako Mermaids: An H2O Adventure: Season 1;31600000;3000000
Marco Polo: Season 1;27600000;3000000
MH370: The Plane That Disappeared: Limited Series;8100000;3000000
Mom (2013): Season 4;21600000;3000000
Narcos: Mexico: Season 3;27800000;3000000
Naruto Shippuden: Season 10 // NARUTO-ナルト- 疾風伝: 五影編;28400000;3000000
Naruto Shippuden: Season 8 // NARUTO-ナルト- 疾風伝: ペイン来襲編;28300000;3000000
Nate Bargatze: The Tennessee Kid;3000000;3000000
Perfect Match: Season 1 // 五福臨門: 第 1 季 // 五福临门: 第 1 季;90600000;3000000
Pokémon The Series: Indigo League: Season 1 // ポケットモンスター (1997): シーズン1;58300000;3000000
Power (2014): Season 3;29500000;3000000
Power Rangers Dino Fury: Season 2;25500000;3000000
Raw: August 25, 2025;5700000;3000000
Raw: November 24, 2025;5600000;3000000
Raw: October 20, 2025;5800000;3000000
Raw: September 8, 2025;5700000;3000000
Reba: Season 2;27100000;3000000
Record of Youth: Season 1 // 청춘기록: 시즌 1;58100000;3000000
Ringo Ringo Ringo Ringo Ringo Ringo: Season 1 // 映像版 りんごりんごりんごりんごりんごりんご: シーズン1;100000;3000000
Riverdale: Season 2;46800000;3000000
Schitt's Creek: Season 5;15300000;3000000
SEC Football: Any Given Saturday: Season 1;15800000;3000000
Sex Education: Season 4;24200000;3000000
Shadowhunters: The Mortal Instruments: Season 2;42600000;3000000
Sintonia: Season 1;12400000;3000000
Spirit Riding Free: Spirit of Christmas;2300000;3000000
Superstore: Season 6;16500000;3000000
The Eminence in Shadow: 1st Season // 陰の実力者になりたくて!: 1st season;24200000;3000000
The Fairly OddParents: Season 4;25100000;3000000
The Later Daters: Season 1;16600000;3000000
To Kill a Monkey: Season 1;22700000;3000000
Too Hot to Handle: Season 6;27600000;3000000
Tour de France: Unchained: Season 3 // Tour de France : Au cœur du peloton: Saison 3;16400000;3000000
Trailer Park Boys: Season 2;7900000;3000000
Trailer Park Boys: Season 3;9100000;3000000
Trailer Park Boys: Season 4;9200000;3000000
Trailer Park Boys: Season 5;11200000;3000000
Welcome, Now Get Lost // 罵倒村;5700000;3000000
A Thousand Tomorrows: Season 1;15800000;2900000
A Time Called You: Limited Series // 너의 시간 속으로: 리미티드 시리즈;35100000;2900000
Altered Carbon: Season 1;26700000;2900000
Brown and Friends: Season 1;11200000;2900000
Chef's Table: Legends: Season 1;9400000;2900000
Dinotrux: Season 5;6800000;2900000
Dudes: Season 1 // Alphamännchen: Staffel 1;13700000;2900000
Entergalactic;4500000;2900000
Extant: Season 1;26300000;2900000
Floor Is Lava: Season 2;8100000;2900000
Friday Night Dinner: Season 1;6500000;2900000
Friday Night Dinner: Season 4;6800000;2900000
Friday Night Dinner: Season 5;6600000;2900000
Furies: Season 1;17000000;2900000
Good Girls: Season 3;22300000;2900000
Hell for You: Season 1 // 地獄の果てまで連れていく: シーズン1;10600000;2900000
How I Met Your Mother: Season 9;24600000;2900000
iCarly (2007): Season 3;14900000;2900000
Kaiju No. 8: Season 1 // 怪獣8号: 第1期;13700000;2900000
Keep Sweet: Pray and Obey: Limited Series;9600000;2900000
LEGO Ninjago: Masters of Spinjitzu: Possession;10700000;2900000
Locked Up: Season 2 // Vis a vis: Temporada 2;45200000;2900000
Lost in Space: Season 2;21700000;2900000
Love Alarm: Season 1 // 좋아하면 울리는: 시즌 1;19100000;2900000
Master of the House: Limited Series // สืบสันดาน: ลิมิเต็ดซีรีส์;17200000;2900000
Mom (2013): Season 5;21500000;2900000
Mr. Mercedes: Season 3;26500000;2900000
My Hero Academia: Final Season // 僕のヒーローアカデミア: FINAL SEASON;12800000;2900000
Naruto Shippuden: Season 13 // NARUTO-ナルト- 疾風伝: 忍界大戦編(2);22300000;2900000
Nate Bargatze: The Greatest Average American;2900000;2900000
Nate Jackson: Super Funny;3100000;2900000
Octonauts: Season 2;14800000;2900000
Queen of the South: Season 4;25500000;2900000
Queen of the South: Season 5;20500000;2900000
Raw: December 1, 2025;5200000;2900000
Raw: December 15, 2025;4900000;2900000
Raw: June 30, 2025;5400000;2900000
Raw: September 15, 2025;5900000;2900000
Reba: Season 3;24000000;2900000
Reba: Season 4;22400000;2900000
See You in My 19th Life: Limited Series // 이번 생도 잘 부탁해: 리미티드 시리즈;35800000;2900000
Spartacus (2010): War of the Damned;26300000;2900000
Start Up, Fall Down: From Billionaire to Convict: Limited Series // Terrazza Sentimento: Miniserie;6100000;2900000
Strong Girl Nam-soon: Limited Series // 힘쎈여자 강남순: 리미티드 시리즈;50200000;2900000
Super Monsters: The New Class;1200000;2900000
The Cook of Castamar: Season 1 // La cocinera de Castamar: Temporada 1;30800000;2900000
